packet_timestamp,time,vel_x,vel_y,vel_z,vel_mag
5303.25,5303.35,8.063636363636363,0.1,0.0,8.064256429579231
5303.25,5303.45,8.190000000000001,0.1,0.0,8.190610486128673
5303.25,5303.55,8.3,0.0777777777777777,0.0,8.300468523827998
5303.25,5303.65,8.370000000000001,0.04,0.0,8.37023808680278
5303.25,5303.75,8.400000000000002,0.1,0.0,8.400595217006948
5303.25,5303.85,8.400000000000002,0.1,0.0,8.400595217006948
5303.25,5303.95,8.400000000000002,0.1,0.0,8.400595217006948
5303.25,5304.05,8.333333333333334,0.1,0.0,8.333933330854885
5303.25,5304.15,8.3,0.1,0.0,8.300602387778854
5304.25,5304.25,8.25,0.1,0.0,8.25060606060361
5304.25,5304.35,8.2,0.1,0.0,8.200609733428363
5304.25,5304.45,8.2,0.1,0.0,8.200609733428363
5304.25,5304.55,8.12,0.1,0.0,8.120615755030835
5304.25,5304.65,8.1,0.1,0.0,8.100617260431454
5304.25,5304.75,8.099999999999998,0.1,0.0,8.100617260431452
5304.25,5304.85,8.05,0.1,0.0,8.050621118009648
5304.25,5304.95,8.0,0.1,0.0,8.000624975587844
5304.25,5305.05,7.963636363636365,0.1,0.0,7.964264215752802
5304.25,5305.15,7.9,0.1,0.0,7.900632886041472
5305.25,5305.25,7.900000000000001,0.1,0.0,7.900632886041473
5305.25,5305.35,7.8,0.1,0.0,7.800640999302557
5305.25,5305.45,7.7555555555555555,0.1,0.0,7.756200254399813
5305.25,5305.55,7.7,0.1,0.0,7.700649323271381
5305.25,5305.65,7.625,0.1,0.0,7.625655730515805
5305.25,5305.75,7.599999999999999,0.1,0.0,7.600657866263946
5305.25,5305.85,7.536363636363637,0.1,0.0,7.537027084030316
5305.25,5305.95,7.5,0.1,0.0,7.50066663703967
5305.25,5306.05,7.5,0.1,0.0,7.500666637039671
5305.25,5306.15,7.411111111111111,0.1,0.0,7.411785755076725
5306.25,5306.25,7.400000000000001,0.1,0.0,7.400675644831356
5306.25,5306.35,7.345454545454545,0.1,0.0,7.34613523822021
5306.25,5306.45,7.300000000000001,0.1,0.0,7.300684899377591
5306.25,5306.55,7.218181818181819,0.1,0.0,7.218874499761461
5306.25,5306.65,7.199999999999999,0.1,0.0,7.200694410957876
5306.25,5306.75,7.122222222222222,0.1,0.0,7.122924239436734
5306.25,5306.85,7.045454545454546,0.1,0.0,7.0461642225275085
5306.25,5306.95,7.0,0.1,0.0,7.000714249274855
5306.25,5307.05,6.954545454545454,0.1,0.0,6.955264408529215
5306.25,5307.15,6.9,0.1,0.0,6.900724599634446
5307.25,5307.25,6.9,0.1,0.0,6.900724599634447
5307.25,5307.35,6.827272727272727,0.1,0.0,6.828005075804101
5307.25,5307.45,6.8,0.1,0.0,6.800735254367721
5307.25,5307.55,6.720000000000001,0.1,0.0,6.72074403255385
5307.25,5307.65,6.7,0.1,0.0,6.700746227100382
5307.25,5307.75,6.6875,0.0625,0.0,6.687966391937739
5307.25,5307.85,6.6,0.0272727272727272,0.0,6.600206599713736
5307.25,5307.95,6.56,0.1,0.0,6.560762193473421
